Titel,Jahr,Authoren,ISBN,ISSN,DOI,Journal,Monat,Issue,Nummer,URL,Gruppen,
"Survey on blockchain based smart contracts: Applications, opportunities and challenges",2020,"Tharaka Hewa, Mika Ylianttila, Madhusanka Liyanage",,1084-8045,https://doi.org/10.1016/j.jnca.2020.102857,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804520303234,NOK1,
Blockchain's roles in strengthening cybersecurity and protecting privacy,2017,Nir Kshetri,,0308-5961,https://doi.org/10.1016/j.telpol.2017.09.003,Telecommunications Policy,,,10,http://www.sciencedirect.com/science/article/pii/S0308596117302483,NOK1,
Blockchain leveraged decentralized IoT eHealth framework,2020,"Md Uddin, Andrew Stranieri, Iqbal Gondal, Venki Balasubramanian",,2542-6605,https://doi.org/10.1016/j.iot.2020.100159,Internet of Things,,,,http://www.sciencedirect.com/science/article/pii/S2542660520300020,"OK1, NOK2",
Chapter Three - Intersections between IoT and distributed ledger,2019,"Hany Atlam, Gary Wills",,0065-2458,https://doi.org/10.1016/bs.adcom.2018.12.001,,,,,http://www.sciencedirect.com/science/article/pii/S0065245818300688,NOK1,
Investigating the progress of human e-healthcare systems with understanding the necessity of using emerging blockchain technology,2020,"Rubal Jeet, Sandeep Singh Kang",,2214-7853,https://doi.org/10.1016/j.matpr.2020.10.083,Materials Today: Proceedings,,,,http://www.sciencedirect.com/science/article/pii/S2214785320376501,NOK1,
Blockchain-based security attack resilience schemes for autonomous vehicles in industry 4.0: A systematic review,2020,"Rajesh Gupta, Sudeep Tanwar, Neeraj Kumar, Sudhanshu Tyagi",,0045-7906,https://doi.org/10.1016/j.compeleceng.2020.106717,Computers & Electrical Engineering,,,,http://www.sciencedirect.com/science/article/pii/S0045790620305723,NOK1,
"Chapter 10 - Developments in clearing settlement and custody—SWIFT, CLS bank, T2S, the development of distributed ledger technology (DLT), Brexit",2020,David Loader,978-0-12-818690-9,,https://doi.org/10.1016/B978-0-12-818690-9.00010-2,,,,,http://www.sciencedirect.com/science/article/pii/B9780128186909000102,NOK1,
The blockchain: State-of-the-art and research challenges,2019,Yang Lu,,2452-414X,https://doi.org/10.1016/j.jii.2019.04.002,Journal of Industrial Information Integration,,,,http://www.sciencedirect.com/science/article/pii/S2452414X19300019,NOK1,
S2HS- A blockchain based approach for smart healthcare system,2020,"Gautami Tripathi, Mohd Ahad, Sara Paiva",,2213-0764,https://doi.org/10.1016/j.hjdsi.2019.100391,Healthcare,,,1,http://www.sciencedirect.com/science/article/pii/S2213076419302532,"OK1, NOK2",
Privacy-preserving blockchain-based federated learning for traffic flow prediction,2021,"Yuanhang Qi, M Hossain, Jiangtian Nie, Xuandi Li",,0167-739X,https://doi.org/10.1016/j.future.2020.12.003,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X2033065X,"OK1, NOK2",
Peace engineering: The contribution of blockchain systems to the e-voting process,2021,"Patricia Baudier, Galina Kondrateva, Chantal Ammi, Eric Seulliet",,0040-1625,https://doi.org/10.1016/j.techfore.2020.120397,Technological Forecasting and Social Change,,,,http://www.sciencedirect.com/science/article/pii/S0040162520312233,"OK1, NOK2",
Blockchain for industrial transformations: A forward-looking approach with multi-stakeholder engagement for policy advice,2020,"Alexandre Pólvora, Susana Nascimento, Joana Lourenço, Fabiana Scapolo",,0040-1625,https://doi.org/10.1016/j.techfore.2020.120091,Technological Forecasting and Social Change,,,,http://www.sciencedirect.com/science/article/pii/S0040162520309173,NOK1,
Proxy re-encryption enabled secure and anonymous IoT data sharing platform based on blockchain,2020,"Ahsan Manzoor, An Braeken, Salil Kanhere, Mika Ylianttila, Madhsanka Liyanage",,1084-8045,https://doi.org/10.1016/j.jnca.2020.102917,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804520303763,"OK1, NOK2",
Organizational tensions arising from mandatory data exchange between the private and public sector: The case of financial services,2020,"Kirstie Ball, Ana Canhoto, Elizabeth Daniel, Sally Dibb, Maureen Meadows, Keith Spiller",,0040-1625,https://doi.org/10.1016/j.techfore.2020.119996,Technological Forecasting and Social Change,,,,http://www.sciencedirect.com/science/article/pii/S0040162519312260,"OK1, Interesting, NOK2",
A blockchain- and IoT-based smart product-service system for the sustainability of prefabricated housing construction,2021,"Clyde Li, Zhe Chen, Fan Xue, Xiang Kong, Bing Xiao, Xulu Lai, Yiyu Zhao",,0959-6526,https://doi.org/10.1016/j.jclepro.2020.125391,Journal of Cleaner Production,,,,http://www.sciencedirect.com/science/article/pii/S0959652620354378,NOK1,
"Blockchain-based shared manufacturing in support of cyber physical systems: concept, framework, and operation",2020,"Chunyang Yu, Xuanlin Jiang, Shiqiang Yu, Cheng Yang",,0736-5845,https://doi.org/10.1016/j.rcim.2019.101931,Robotics and Computer-Integrated Manufacturing,,,,http://www.sciencedirect.com/science/article/pii/S0736584519303205,NOK1,
The use of a Blockchain-based System in Traffic Operations to promote Cooperation among Connected Vehicles,2020,"Vittorio Astarita, Vincenzo Pasquale Giofrè, Giuseppe Guido, Alessandro Vitale",,1877-0509,https://doi.org/10.1016/j.procs.2020.10.031,Procedia Computer Science,,,,http://www.sciencedirect.com/science/article/pii/S1877050920322985,NOK1,
Distributed ledger technology: Its evolutionary path and the road ahead,2020,"Arif Perdana, Alastair Robb, Vivek Balachandran, Fiona Rohde",,0378-7206,https://doi.org/10.1016/j.im.2020.103316,Information & Management,,,,http://www.sciencedirect.com/science/article/pii/S0378720620302494,NOK1,
Blockchain for power systems: Current trends and future applications,2020,"Maria Di Silvestre, Pierluigi Gallo, Josep Guerrero, Rossano Musca, Eleonora Riva Sanseverino, Giuseppe Sciumè, Juan Vásquez, Gaetano Zizzo",,1364-0321,https://doi.org/10.1016/j.rser.2019.109585,Renewable and Sustainable Energy Reviews,,,,http://www.sciencedirect.com/science/article/pii/S1364032119307932,NOK1,
A novel data exploitation framework based on blockchain,2020,"Omar Dib, Clément Huyart, Khalifa Toumi",,1574-1192,https://doi.org/10.1016/j.pmcj.2019.101104,Pervasive and Mobile Computing,,,,http://www.sciencedirect.com/science/article/pii/S1574119219304699,NOK1,
"Blockchain for smart communities: Applications, challenges and opportunities",2019,"Shubhani Aggarwal, Rajat Chaudhary, Gagangeet Aujla, Neeraj Kumar, KimKwang Choo, Albert Zomaya",,1084-8045,https://doi.org/10.1016/j.jnca.2019.06.018,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804519302231,NOK1,
"Privacy preservation in blockchain based IoT systems: Integration issues, prospects, challenges, and future research directions",2019,"Muneeb Hassan, Mubashir Rehmani, Jinjun Chen",,0167-739X,https://doi.org/10.1016/j.future.2019.02.060,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X18326542,NOK1,
All watched over by machines of loving grace: A critical look at smart contracts,2019,Andres Guadamuz,,0267-3649,https://doi.org/10.1016/j.clsr.2019.105338,Computer Law & Security Review,,,6,http://www.sciencedirect.com/science/article/pii/S0267364919302171,NOK1,
Privacy preservation in permissionless blockchain: A survey,2020,"Li Peng, Wei Feng, Zheng Yan, Yafeng Li, Xiaokang Zhou, Shohei Shimizu",,2352-8648,https://doi.org/10.1016/j.dcan.2020.05.008,Digital Communications and Networks,,,,http://www.sciencedirect.com/science/article/pii/S2352864819303827,NOK1,
"Security and blockchain convergence with Internet of Multimedia Things: Current trends, research challenges and future directions",2021,"Mian Jan, Jinjin Cai, XiangChuan Gao, Fazlullah Khan, Spyridon Mastorakis, Muhammad Usman, Mamoun Alazab, Paul Watters",,1084-8045,https://doi.org/10.1016/j.jnca.2020.102918,Journal of Network and Computer Applications,,,,http://www.sciencedirect.com/science/article/pii/S1084804520303775,NOK1,
Blockchain-based photo forensics with permissible transformations,2019,"Renpeng Zou, Xixiang Lv, Baocang Wang",,0167-4048,https://doi.org/10.1016/j.cose.2019.101567,Computers & Security,,,,http://www.sciencedirect.com/science/article/pii/S0167404818313981,NOK1,
Standards battles for business-to-government data exchange: Identifying success factors for standard dominance using the Best Worst Method,2018,"Geerten van de Kaa, Marijn Janssen, Jafar Rezaei",,0040-1625,https://doi.org/10.1016/j.techfore.2018.07.041,Technological Forecasting and Social Change,,,,http://www.sciencedirect.com/science/article/pii/S0040162517301518,"OK1, NOK2",
City logistics: Towards a blockchain decision framework for collaborative parcel deliveries in micro-hubs,2020,"Marko Hribernik, Kathrin Zero, Sebastian Kummer, David Herold",,2590-1982,https://doi.org/10.1016/j.trip.2020.100274,Transportation Research Interdisciplinary Perspectives,,,,http://www.sciencedirect.com/science/article/pii/S2590198220301858,NOK1,
Blockchain technology for secure medical data sharing using consensus mechanism,2020,"PSG Aruna Sri, D Lalitha Bhaskari",,2214-7853,https://doi.org/10.1016/j.matpr.2020.09.795,Materials Today: Proceedings,,,,http://www.sciencedirect.com/science/article/pii/S2214785320375477,"OK1, OK2, NOK3",
"Maritime shipping digitalization: Blockchain-based technology applications, future improvements, and intention to use",2019,ChungShan Yang,,1366-5545,https://doi.org/10.1016/j.tre.2019.09.020,Transportation Research Part E: Logistics and Transportation Review,,,,http://www.sciencedirect.com/science/article/pii/S1366554519307045,NOK1,
Industrial use cases at the cusp of the IoT and blockchain paradigms,2020,Pethuru Raj,,0065-2458,https://doi.org/10.1016/bs.adcom.2020.08.018,,,,,http://www.sciencedirect.com/science/article/pii/S0065245820300735,NOK1,
On IOTA as a potential enabler for an M2M economy in manufacturing,2019,"Alexander Raschendorfer, Benjamin Mörzinger, Eric Steinberger, Patrick Pelzmann, Ralf Oswald, Manuel Stadler, Friedrich Bleicher",,2212-8271,https://doi.org/10.1016/j.procir.2019.02.096,Procedia CIRP,,,,http://www.sciencedirect.com/science/article/pii/S2212827119302136,NOK1,
Integrating blockchain technology into the energy sector — from theory of blockchain to research and application of energy blockchain,2020,"Qiang Wang, Min Su",,1574-0137,https://doi.org/10.1016/j.cosrev.2020.100275,Computer Science Review,,,,http://www.sciencedirect.com/science/article/pii/S1574013720300241,"OK1, NOK2",
"Blockchain authentication of network applications: Taxonomy, classification, capabilities, open challenges, motivations, recommendations and future directions",2019,"AH Mohsin, AA Zaidan, BB Zaidan, OS Albahri, AS Albahri, MA Alsalem, KI Mohammed",,0920-5489,https://doi.org/10.1016/j.csi.2018.12.002,Computer Standards & Interfaces,,,,http://www.sciencedirect.com/science/article/pii/S0920548918303477,NOK1,
Blockchain 3.0 applications survey,2020,"Damiano Di Francesco Maesa, Paolo Mori",,0743-7315,https://doi.org/10.1016/j.jpdc.2019.12.019,Journal of Parallel and Distributed Computing,,,,http://www.sciencedirect.com/science/article/pii/S0743731519308664,NOK1,
From old to new: From internet to smart contracts and from people to smart contracts,2019,TJ de Graaf,,0267-3649,https://doi.org/10.1016/j.clsr.2019.04.005,Computer Law & Security Review,,,5,http://www.sciencedirect.com/science/article/pii/S0267364919300147,NOK1,
The All-Pervasiveness of the Blockchain Technology,2018,"Dmitry Efanov, Pavel Roschin",,1877-0509,https://doi.org/10.1016/j.procs.2018.01.019,Procedia Computer Science,,,,http://www.sciencedirect.com/science/article/pii/S1877050918300206,NOK1,
"Blockchain technology, improvement suggestions, security challenges on smart grid and its application in healthcare for sustainable development",2020,"Fakhri Alam Khan, Muhammad Asif, Awais Ahmad, Mafawez Alharbi, Hanan Aljuaid",,2210-6707,https://doi.org/10.1016/j.scs.2020.102018,Sustainable Cities and Society,,,,http://www.sciencedirect.com/science/article/pii/S2210670720300056,NOK1,
FHIRChain: Applying Blockchain to Securely and Scalably Share Clinical Data,2018,"Peng Zhang, Jules White, Douglas Schmidt, Gunther Lenz, S Rosenbloom",,2001-0370,https://doi.org/10.1016/j.csbj.2018.07.004,Computational and Structural Biotechnology Journal,,,,http://www.sciencedirect.com/science/article/pii/S2001037018300370,"OK2, OK3, OK1",
Blockchain and energy: A bibliometric analysis and review,2021,"L Ante, F Steinmetz, I Fiedler",,1364-0321,https://doi.org/10.1016/j.rser.2020.110597,Renewable and Sustainable Energy Reviews,,,,http://www.sciencedirect.com/science/article/pii/S1364032120308819,NOK1,
Applications of blockchain in ensuring the security and privacy of electronic health record systems: A survey,2020,"Shuyun Shi, Debiao He, Li Li, Neeraj Kumar, Muhammad Khan, KimKwang Choo",,0167-4048,https://doi.org/10.1016/j.cose.2020.101966,Computers & Security,,,,http://www.sciencedirect.com/science/article/pii/S016740482030239X,"OK1, NOK2",
Smart contracts applied to a functional architecture for storage and maintenance of digital chain of custody using blockchain,2020,"Benedito Aparecido Petroni, Rodrigo Gonçalves, Paulo Sérgio de Arruda Ignácio, Jacqueline Reis, Geraldo Dolce Uzum Martins",,2666-2817,https://doi.org/10.1016/j.fsidi.2020.300985,Forensic Science International: Digital Investigation,,,,http://www.sciencedirect.com/science/article/pii/S2666281720300779,"OK1, OK2, NOK3",
Designing a Blockchain Enabled Supply Chain,2019,Yingli Wang,,2405-8963,https://doi.org/10.1016/j.ifacol.2019.11.082,IFAC-PapersOnLine,,,13,http://www.sciencedirect.com/science/article/pii/S2405896319310183,"OK1, OK2, NOK3",
Chapter 12 - Distributed Autonomous Energy Organizations: Next-Generation Blockchain Applications for Energy Infrastructure,2019,Michael Mylrea,978-0-12-817636-8,,https://doi.org/10.1016/B978-0-12-817636-8.00012-0,,,,,http://www.sciencedirect.com/science/article/pii/B9780128176368000120,NOK1,
Convergence of blockchain and artificial intelligence in IoT network for the sustainable smart city,2020,"Saurabh Singh, Pradip Sharma, Byungun Yoon, Mohammad Shojafar, Gi Cho, InHo Ra",,2210-6707,https://doi.org/10.1016/j.scs.2020.102364,Sustainable Cities and Society,,,,http://www.sciencedirect.com/science/article/pii/S2210670720305850,NOK1,
The development of energy blockchain and its implications for China's energy sector,2020,"Shuai Zhu, Malin Song, Ming Lim, Jianlin Wang, Jiajia Zhao",,0301-4207,https://doi.org/10.1016/j.resourpol.2020.101595,Resources Policy,,,,http://www.sciencedirect.com/science/article/pii/S0301420719307391,"OK1, NOK2",
A blockchain use case in food distribution: Do you know where your food has been?,2020,"Daniel Bumblauskas, Arti Mann, Brett Dugan, Jacy Rittmer",,0268-4012,https://doi.org/10.1016/j.ijinfomgt.2019.09.004,International Journal of Information Management,,,,http://www.sciencedirect.com/science/article/pii/S026840121930461X,NOK1,
A systematic literature review of blockchain cyber security,2020,"Paul Taylor, Tooska Dargahi, Ali Dehghantanha, Reza Parizi, KimKwang Choo",,2352-8648,https://doi.org/10.1016/j.dcan.2019.01.005,Digital Communications and Networks,,,2,http://www.sciencedirect.com/science/article/pii/S2352864818301536,NOK1,
Blockchain-enabled circular supply chain management: A system architecture for fast fashion,2020,"Bill Wang, Wen Luo, Abraham Zhang, Zonggui Tian, Z Li",,0166-3615,https://doi.org/10.1016/j.compind.2020.103324,Computers in Industry,,,,http://www.sciencedirect.com/science/article/pii/S0166361520305583,NOK1,
Blockchain and the built environment: Potentials and limitations,2019,"Nawari Nawari, Shriraam Ravindran",,2352-7102,https://doi.org/10.1016/j.jobe.2019.100832,Journal of Building Engineering,,,,http://www.sciencedirect.com/science/article/pii/S2352710218312294,NOK1,
Blockchain and smart contracts in supply chain management: A game theoretic model,2020,Pietro De Giovanni,,0925-5273,https://doi.org/10.1016/j.ijpe.2020.107855,International Journal of Production Economics,,,,http://www.sciencedirect.com/science/article/pii/S0925527320302188,NOK1,
Blockchain and Smart Healthcare Security: A Survey,2020,"Noshina Tariq, Ayesha Qamar, Muhammad Asim, Farrukh Khan",,1877-0509,https://doi.org/10.1016/j.procs.2020.07.089,Procedia Computer Science,,,,http://www.sciencedirect.com/science/article/pii/S1877050920317890,NOK1,
Chapter 10 - Blockchain-Powered Smart Healthcare System,2020,"Rashmi Shukla, Anuja Agarwal, Shekhar Shukla",978-0-12-819816-2,,https://doi.org/10.1016/B978-0-12-819816-2.00010-1,,,,,http://www.sciencedirect.com/science/article/pii/B9780128198162000101,"OK1, NOK2",
Study and implementation on the application of blockchain in electronic evidence generation,2020,"Shijie Chen, Chengqiang Zhao, Lingling Huang, Jing Yuan, Mingzhe Liu",,2666-2817,https://doi.org/10.1016/j.fsidi.2020.301001,Forensic Science International: Digital Investigation,,,,http://www.sciencedirect.com/science/article/pii/S2666281720300573,"OK1, NOK2",
A survey on the security of blockchain systems,2020,"Xiaoqi Li, Peng Jiang, Ting Chen, Xiapu Luo, Qiaoyan Wen",,0167-739X,https://doi.org/10.1016/j.future.2017.08.020,Future Generation Computer Systems,,,,http://www.sciencedirect.com/science/article/pii/S0167739X17318332,NOK1,
